Date,Time,Systolic (mmHg),Diastolic (mmHg),MAP (mmHg),HeartRate (bpm),Respiration (Bpm),AS,SQE,TimeStamp (mS)
26 Sep 2023,13:15:20.012,59,45,49,0,0,0,0,321124
26 Sep 2023,13:15:52.098,58,44,49,112,0,13,264,352164
26 Sep 2023,13:15:52.098,57,44,49,112,0,13,264,352700
26 Sep 2023,13:15:53.673,57,44,48,112,0,13,265,353236
26 Sep 2023,13:15:53.673,57,44,48,112,0,13,265,353774
26 Sep 2023,13:15:53.673,58,44,49,112,0,13,267,354310
26 Sep 2023,13:15:55.294,58,44,49,112,0,13,277,354852
26 Sep 2023,13:15:55.294,60,45,50,112,0,13,283,355394
26 Sep 2023,13:15:55.294,60,45,50,112,0,13,283,355936
26 Sep 2023,13:15:56.780,59,45,50,112,0,13,287,356474
26 Sep 2023,13:15:56.780,59,45,50,112,0,13,298,357014
26 Sep 2023,13:15:56.780,59,45,50,112,0,13,298,357550
26 Sep 2023,13:15:58.008,59,45,50,112,0,13,300,358088
26 Sep 2023,13:15:58.008,59,45,50,112,0,13,312,358624
26 Sep 2023,13:15:59.583,59,45,50,111,0,13,312,359162
26 Sep 2023,13:15:59.583,59,45,50,111,0,13,330,359706
26 Sep 2023,13:15:59.583,59,45,50,111,0,13,313,360250
26 Sep 2023,13:16:01.249,64,50,55,112,0,13,310,360794
26 Sep 2023,13:16:01.249,64,50,55,111,0,13,310,361332
26 Sep 2023,13:16:01.249,64,50,55,112,0,13,310,361872
26 Sep 2023,13:16:03.154,64,50,55,112,0,12,298,362408
26 Sep 2023,13:16:03.154,64,50,55,112,0,12,282,362944
26 Sep 2023,13:16:04.188,64,50,55,112,0,12,259,363480
26 Sep 2023,13:16:04.188,64,50,55,111,0,12,259,363986
26 Sep 2023,13:16:04.188,64,50,55,111,0,12,264,364564
26 Sep 2023,13:16:05.523,64,50,55,111,0,12,236,365108
26 Sep 2023,13:16:05.523,64,50,55,112,0,12,229,365650
26 Sep 2023,13:16:05.523,64,50,55,112,0,12,229,366184
26 Sep 2023,13:16:08.377,64,50,55,112,0,12,234,366716
26 Sep 2023,13:16:08.377,64,50,55,112,0,12,230,367256
26 Sep 2023,13:16:08.377,64,50,55,112,0,13,227,367792
26 Sep 2023,13:16:08.377,64,50,55,112,0,13,227,368326
26 Sep 2023,13:16:08.377,64,50,55,111,0,13,229,368870
26 Sep 2023,13:16:09.904,64,50,55,111,0,13,229,369412
26 Sep 2023,13:16:09.904,64,50,55,112,0,13,229,369956
26 Sep 2023,13:16:09.904,64,50,55,112,0,13,249,370492
26 Sep 2023,13:16:11.388,64,50,55,112,0,13,254,371028
26 Sep 2023,13:16:11.388,64,50,55,112,0,14,266,371566
26 Sep 2023,13:16:11.388,64,50,55,112,0,14,295,372102
26 Sep 2023,13:16:13.849,64,50,55,112,0,14,295,372636
26 Sep 2023,13:16:13.849,64,50,55,111,0,14,307,373176
26 Sep 2023,13:16:13.849,64,50,55,111,0,14,308,373718
26 Sep 2023,13:16:14.824,64,50,55,111,0,14,308,374260
26 Sep 2023,13:16:14.824,63,50,54,112,0,14,312,374800
26 Sep 2023,13:16:15.799,63,50,54,112,0,14,309,375336
26 Sep 2023,13:16:15.799,64,50,55,112,13,14,304,375870
26 Sep 2023,13:16:15.799,64,50,55,112,13,14,297,376406
26 Sep 2023,13:16:18.634,65,50,55,112,13,14,290,376942
26 Sep 2023,13:16:18.634,65,50,55,112,13,14,286,377476
26 Sep 2023,13:16:18.634,65,50,55,112,13,13,286,378016
26 Sep 2023,13:16:20.139,65,50,55,112,13,13,286,378558
26 Sep 2023,13:16:20.139,65,50,55,112,13,13,286,379100
26 Sep 2023,13:16:20.139,65,50,55,112,13,13,282,379638
26 Sep 2023,13:16:20.139,65,50,55,112,13,13,279,380174
26 Sep 2023,13:16:20.139,65,50,55,112,13,13,282,380710
26 Sep 2023,13:16:21.798,65,50,55,112,13,13,284,381244
26 Sep 2023,13:16:21.798,65,50,55,112,13,13,297,381778
26 Sep 2023,13:16:21.798,64,50,55,112,13,13,304,382316
26 Sep 2023,13:16:24.665,64,50,55,112,13,13,308,382858
26 Sep 2023,13:16:24.665,64,50,55,112,13,13,308,383402
26 Sep 2023,13:16:24.665,64,50,55,112,13,13,304,383940
26 Sep 2023,13:16:24.665,64,50,55,112,13,13,295,384476
26 Sep 2023,13:16:24.665,64,50,55,112,13,13,295,385010
26 Sep 2023,13:16:25.779,64,50,55,112,13,13,295,385546
26 Sep 2023,13:16:25.779,64,50,55,112,13,13,284,386080
26 Sep 2023,13:16:25.779,64,50,55,112,13,13,284,386612
26 Sep 2023,13:16:28.673,65,50,55,112,13,13,284,387154
26 Sep 2023,13:16:28.673,64,50,55,112,13,13,284,387692
26 Sep 2023,13:16:28.673,64,50,55,112,13,13,284,388236
26 Sep 2023,13:16:30.154,64,50,55,112,13,13,293,388776
26 Sep 2023,13:16:30.154,64,50,55,112,13,13,298,389310
26 Sep 2023,13:16:30.154,64,50,55,112,13,13,300,389844
26 Sep 2023,13:16:30.154,64,50,55,112,13,13,300,390380
26 Sep 2023,13:16:30.154,64,50,55,112,13,13,300,390914
26 Sep 2023,13:16:31.760,64,50,55,112,13,13,300,391450
26 Sep 2023,13:16:31.760,64,50,55,112,13,13,300,391990
26 Sep 2023,13:16:31.760,64,50,55,112,13,13,257,392534
26 Sep 2023,13:16:34.296,64,50,55,112,13,13,208,393072
26 Sep 2023,13:16:34.296,64,50,55,112,13,13,198,393612
26 Sep 2023,13:16:34.296,64,50,55,112,13,13,181,394150
26 Sep 2023,13:16:35.764,64,50,55,112,13,13,180,394686
26 Sep 2023,13:16:35.764,64,50,55,112,13,13,180,395222
26 Sep 2023,13:16:39.023,64,50,55,112,13,13,180,398462
26 Sep 2023,13:16:39.888,59,45,50,112,13,13,163,398998
26 Sep 2023,13:16:39.888,59,45,50,112,13,13,146,400070
26 Sep 2023,13:16:39.888,59,45,50,112,13,13,146,400608
26 Sep 2023,13:16:41.405,58,45,49,112,13,13,146,401152
26 Sep 2023,13:16:41.405,58,44,49,112,13,11,146,401692
26 Sep 2023,13:16:41.405,58,45,50,112,13,10,114,402236
26 Sep 2023,13:16:44.013,58,45,50,112,13,9,88,402774
26 Sep 2023,13:16:44.013,57,44,49,112,13,9,88,403314
26 Sep 2023,13:16:45.650,58,45,50,112,13,8,82,403850
26 Sep 2023,13:16:45.650,58,45,50,111,13,8,82,404384
26 Sep 2023,13:16:45.650,60,46,51,111,13,10,88,404924
26 Sep 2023,13:16:45.650,62,47,53,111,13,11,88,405462
26 Sep 2023,13:16:45.650,62,47,52,111,13,12,103,406004
26 Sep 2023,13:16:45.650,62,47,52,111,13,12,128,406546
26 Sep 2023,13:16:49.220,62,47,52,111,13,12,189,407086
26 Sep 2023,13:16:49.220,61,47,52,111,13,12,251,407620
26 Sep 2023,13:16:49.220,61,47,52,112,13,12,251,408154
26 Sep 2023,13:16:49.220,62,47,52,112,13,12,264,408690
26 Sep 2023,13:16:49.220,62,47,52,112,13,12,264,409224
26 Sep 2023,13:16:50.180,65,50,55,112,13,12,264,409758
26 Sep 2023,13:16:50.180,65,50,55,112,13,12,257,410300
26 Sep 2023,13:16:50.180,65,50,55,112,13,12,244,410840
26 Sep 2023,13:16:51.845,65,50,55,112,13,12,234,411382
26 Sep 2023,13:16:51.845,65,50,55,112,13,12,232,411922
26 Sep 2023,13:16:51.845,65,50,55,112,13,12,232,412456
26 Sep 2023,13:16:54.020,65,50,55,112,13,12,232,412988
26 Sep 2023,13:16:54.020,65,50,55,112,13,12,240,413522
26 Sep 2023,13:16:54.020,65,50,55,112,13,12,240,414058
26 Sep 2023,13:16:55.041,65,50,55,111,13,12,246,414596
26 Sep 2023,13:16:56.088,65,50,55,111,13,12,240,415138
26 Sep 2023,13:16:56.088,65,50,55,111,13,13,246,415682
26 Sep 2023,13:16:56.088,65,50,55,112,13,13,257,416224
26 Sep 2023,13:16:58.312,65,50,55,112,13,13,268,416762
26 Sep 2023,13:16:58.312,65,50,55,112,13,13,272,417296
26 Sep 2023,13:16:58.312,65,50,55,112,13,13,283,417834
26 Sep 2023,13:16:58.312,65,50,55,112,13,13,301,418370
26 Sep 2023,13:17:00.681,66,50,56,112,13,13,301,418904
26 Sep 2023,13:17:00.681,65,50,55,112,13,13,301,419448
26 Sep 2023,13:17:00.681,65,50,55,112,13,13,297,420536
26 Sep 2023,13:17:00.681,65,50,55,112,13,13,297,421076
26 Sep 2023,13:17:00.681,64,50,55,112,13,13,278,421608
26 Sep 2023,13:17:03.455,64,50,55,112,13,14,248,422144
26 Sep 2023,13:17:03.455,65,50,55,112,13,15,210,422678
26 Sep 2023,13:17:03.455,65,50,55,112,13,15,195,423218
26 Sep 2023,13:17:04.954,65,50,55,112,13,15,195,423754
26 Sep 2023,13:17:04.954,65,50,55,112,13,15,195,424296
26 Sep 2023,13:17:04.954,65,50,55,112,13,14,195,424836
26 Sep 2023,13:17:04.954,65,50,55,111,13,13,195,425378
26 Sep 2023,13:17:04.954,64,50,55,111,13,13,192,425918
26 Sep 2023,13:17:06.680,65,50,55,111,13,13,183,426456
26 Sep 2023,13:17:06.680,65,50,55,111,13,13,175,426990
26 Sep 2023,13:17:06.680,66,50,56,111,13,13,172,427526
26 Sep 2023,13:17:09.291,66,51,56,112,13,13,172,428060
26 Sep 2023,13:17:09.291,66,51,56,111,13,13,175,428598
26 Sep 2023,13:17:09.291,66,50,56,111,13,13,175,429140
26 Sep 2023,13:17:10.419,65,50,55,112,13,13,164,430758
26 Sep 2023,13:17:12.335,65,50,55,112,13,13,164,431292
26 Sep 2023,13:17:12.335,66,50,56,112,13,13,164,431828
26 Sep 2023,13:17:12.335,66,51,56,112,13,13,165,432364
26 Sep 2023,13:17:14.484,66,50,56,112,13,13,149,432900
26 Sep 2023,13:17:14.484,66,51,56,112,13,13,141,433440
26 Sep 2023,13:17:14.484,66,51,56,111,13,13,136,433984
26 Sep 2023,13:17:15.515,66,51,56,112,13,13,128,434530
26 Sep 2023,13:17:15.515,67,51,57,112,13,13,128,435066
26 Sep 2023,13:17:16.371,67,51,57,112,13,13,128,435606
26 Sep 2023,13:17:16.371,67,51,57,112,13,13,142,436144
26 Sep 2023,13:17:16.371,67,51,57,112,13,13,157,436680
26 Sep 2023,13:17:19.250,67,51,57,112,13,13,157,437216
26 Sep 2023,13:17:19.250,67,51,57,111,13,13,175,437754
26 Sep 2023,13:17:19.250,67,51,57,111,13,13,191,438294
26 Sep 2023,13:17:19.250,66,51,56,111,13,13,203,438838
26 Sep 2023,13:17:20.810,66,50,56,112,13,13,221,439382
26 Sep 2023,13:17:20.810,66,50,56,112,13,13,221,439918
26 Sep 2023,13:17:20.810,66,50,56,112,13,13,224,440456
26 Sep 2023,13:17:20.810,66,50,56,112,13,13,224,440994
26 Sep 2023,13:17:20.810,66,50,56,112,13,13,224,441528
26 Sep 2023,13:17:22.521,66,51,56,112,13,13,224,442060
26 Sep 2023,13:17:22.521,66,51,56,111,13,13,217,442602
26 Sep 2023,13:17:22.521,66,50,56,111,13,13,224,443142
26 Sep 2023,13:17:24.414,66,50,56,112,13,13,228,443684
26 Sep 2023,13:17:24.414,66,50,56,112,13,13,224,444222
26 Sep 2023,13:17:24.414,66,50,56,112,13,13,224,444756
26 Sep 2023,13:17:25.775,66,50,56,112,13,13,233,445290
26 Sep 2023,13:17:25.775,66,51,56,112,13,14,233,445826
26 Sep 2023,13:17:25.775,66,51,56,112,13,14,228,446360
26 Sep 2023,13:17:27.380,67,51,57,112,13,14,220,446932
26 Sep 2023,13:17:29.544,67,51,57,112,13,14,220,447980
26 Sep 2023,13:17:29.544,67,51,57,111,13,14,221,448528
26 Sep 2023,13:17:29.544,68,52,58,112,13,14,212,449594
26 Sep 2023,13:17:31.072,68,52,58,112,13,14,195,450124
26 Sep 2023,13:17:31.072,70,53,60,112,13,14,163,450658
26 Sep 2023,13:17:31.072,70,53,60,112,13,14,145,451194
26 Sep 2023,13:17:32.676,70,53,60,112,13,13,137,451726
26 Sep 2023,13:17:32.676,70,53,60,112,13,11,130,452812
26 Sep 2023,13:17:34.506,70,53,60,112,13,13,130,453334
26 Sep 2023,13:17:34.506,69,52,59,113,13,11,130,453862
26 Sep 2023,13:17:34.506,67,51,57,113,13,11,134,454392
26 Sep 2023,13:17:36.125,66,51,57,113,13,11,134,454920
26 Sep 2023,13:17:36.125,66,51,57,113,13,11,140,455446
26 Sep 2023,13:17:36.125,66,51,57,113,13,11,142,456504
26 Sep 2023,13:17:37.446,66,51,57,113,13,11,159,457040
26 Sep 2023,13:17:37.446,66,51,57,113,13,12,206,457574
26 Sep 2023,13:17:39.444,66,50,56,113,13,13,222,458104
26 Sep 2023,13:17:39.444,66,51,57,113,13,13,222,458628
26 Sep 2023,13:17:39.444,66,50,56,113,13,13,222,459156
26 Sep 2023,13:17:40.641,66,50,56,114,13,13,216,459680
26 Sep 2023,13:17:40.641,67,51,57,114,13,13,216,460204
26 Sep 2023,13:17:40.641,68,51,58,113,13,13,211,460732
26 Sep 2023,13:17:43.730,68,51,58,113,13,13,199,461262
26 Sep 2023,13:17:43.730,67,51,57,113,13,13,199,461794
26 Sep 2023,13:17:43.730,67,51,57,114,13,13,186,462326
26 Sep 2023,13:17:43.730,67,51,57,114,13,13,186,462850
26 Sep 2023,13:17:43.730,67,51,57,114,13,13,180,463374
26 Sep 2023,13:17:44.841,67,51,57,115,13,13,180,463898
26 Sep 2023,13:17:44.841,67,51,57,115,13,13,180,464422
26 Sep 2023,13:17:44.841,67,51,57,114,13,13,180,464944
26 Sep 2023,13:17:46.371,67,51,57,114,13,13,191,465470
26 Sep 2023,13:17:46.371,67,51,57,114,13,13,208,465998
26 Sep 2023,13:17:46.371,66,51,57,114,13,13,208,466528
26 Sep 2023,13:17:46.371,66,51,57,115,13,13,226,467054
26 Sep 2023,13:17:49.660,66,51,57,115,13,13,234,467578
26 Sep 2023,13:17:49.660,66,51,57,115,13,13,237,468096
26 Sep 2023,13:17:49.660,66,51,57,115,13,13,245,468616
26 Sep 2023,13:17:49.660,66,50,56,115,13,13,245,469136
26 Sep 2023,13:17:50.556,66,50,56,115,13,13,236,469656
26 Sep 2023,13:17:50.556,66,50,56,115,13,13,230,470180
26 Sep 2023,13:17:50.556,66,51,57,115,13,13,230,470708
26 Sep 2023,13:17:50.556,66,51,57,115,13,13,230,471236
26 Sep 2023,13:17:52.282,66,50,56,115,13,13,230,471760
26 Sep 2023,13:17:52.282,66,50,56,115,13,13,233,472282
26 Sep 2023,13:17:52.282,66,51,57,115,13,13,227,472800
26 Sep 2023,13:17:54.245,66,51,57,115,13,13,223,473320
26 Sep 2023,13:17:54.245,67,51,57,115,13,13,223,473840
26 Sep 2023,13:17:54.996,68,51,57,115,13,13,227,474360
26 Sep 2023,13:17:54.996,68,51,58,115,13,13,227,474886
26 Sep 2023,13:17:56.331,68,51,57,115,13,13,223,475414
26 Sep 2023,13:17:56.331,67,51,57,115,13,13,223,475944
26 Sep 2023,13:17:56.331,67,51,57,115,13,13,227,476470
26 Sep 2023,13:17:56.331,67,51,57,115,13,13,235,476990
26 Sep 2023,13:17:57.831,68,51,57,115,13,13,227,477512
26 Sep 2023,13:17:57.831,68,52,58,115,13,13,224,478034
26 Sep 2023,13:17:57.831,68,51,57,115,13,13,224,478556
26 Sep 2023,13:17:59.525,68,52,58,115,13,13,218,479078
26 Sep 2023,13:17:59.525,68,52,58,115,13,13,208,479610
26 Sep 2023,13:18:00.893,68,52,58,115,13,13,197,480138
26 Sep 2023,13:18:00.893,68,51,57,115,13,13,190,480672
26 Sep 2023,13:18:00.893,68,51,57,115,13,13,157,481202
26 Sep 2023,13:18:02.227,68,52,58,115,13,13,137,481724
26 Sep 2023,13:18:02.227,69,52,58,114,13,14,122,482250
26 Sep 2023,13:18:02.227,69,52,58,114,13,14,117,482774
26 Sep 2023,13:18:04.613,69,52,58,114,13,13,117,483302
26 Sep 2023,13:18:04.613,69,52,58,114,13,13,117,483826
26 Sep 2023,13:18:05.421,69,52,58,114,13,14,121,484360
26 Sep 2023,13:18:05.421,70,52,59,113,13,13,121,484894
26 Sep 2023,13:18:05.421,70,52,59,114,13,13,125,485426
26 Sep 2023,13:18:06.921,70,52,59,114,13,13,125,485952
26 Sep 2023,13:18:06.921,70,52,59,114,13,13,128,486478
26 Sep 2023,13:18:06.921,69,52,59,114,13,13,166,487004
26 Sep 2023,13:18:09.609,69,52,59,114,13,13,205,487530
26 Sep 2023,13:18:09.609,70,52,59,114,13,14,214,488056
26 Sep 2023,13:18:09.609,70,52,59,114,13,14,214,488584
26 Sep 2023,13:18:11.140,70,52,59,114,13,13,219,489120
26 Sep 2023,13:18:11.140,70,52,59,114,13,13,226,489654
26 Sep 2023,13:18:11.140,69,52,59,114,13,13,226,490188
26 Sep 2023,13:18:11.140,69,52,59,114,13,13,226,490714
26 Sep 2023,13:18:11.140,69,52,59,114,13,13,228,491240
26 Sep 2023,13:18:11.140,70,52,59,114,13,13,219,491766
26 Sep 2023,13:18:12.696,70,52,59,114,13,13,218,492296
26 Sep 2023,13:18:12.696,69,52,59,113,13,13,217,492822
26 Sep 2023,13:18:12.696,69,52,59,113,13,13,217,493354
26 Sep 2023,13:18:14.871,69,52,59,113,13,13,218,493890
26 Sep 2023,13:18:14.871,69,52,59,113,13,13,222,494428
26 Sep 2023,13:18:16.133,68,52,58,113,13,13,217,494960
26 Sep 2023,13:18:16.133,69,52,59,113,13,13,216,495488
26 Sep 2023,13:18:16.133,70,52,59,113,13,13,218,496016
26 Sep 2023,13:18:17.395,70,52,59,113,13,13,218,496546
26 Sep 2023,13:18:17.395,70,52,59,113,13,13,224,497074
26 Sep 2023,13:18:17.395,70,53,60,113,13,13,226,497602
26 Sep 2023,13:18:19.854,71,53,60,113,13,14,226,498136
26 Sep 2023,13:18:19.854,71,53,60,113,13,13,225,498674
26 Sep 2023,13:18:19.854,70,53,60,113,13,13,225,499212
26 Sep 2023,13:18:20.631,70,53,60,113,13,14,224,499742
26 Sep 2023,13:18:20.631,70,53,60,113,13,14,224,500272
26 Sep 2023,13:18:21.697,71,53,60,113,13,14,225,500802
26 Sep 2023,13:18:21.697,71,53,60,113,13,14,225,501332
26 Sep 2023,13:18:21.697,71,53,60,113,13,14,225,501860
26 Sep 2023,13:18:24.486,71,53,60,113,13,14,221,502394
26 Sep 2023,13:18:24.486,71,53,60,113,13,14,221,502930
26 Sep 2023,13:18:24.486,71,53,60,113,13,14,215,503470
26 Sep 2023,13:18:25.551,70,53,60,113,13,14,214,504004
26 Sep 2023,13:18:25.551,70,53,60,113,13,14,213,504534
26 Sep 2023,13:18:25.551,70,53,60,113,13,14,217,505062
26 Sep 2023,13:18:25.551,71,53,60,113,13,14,216,505594
26 Sep 2023,13:18:26.558,71,53,60,113,13,13,213,506122
26 Sep 2023,13:18:26.558,71,53,60,113,13,13,216,506652
26 Sep 2023,13:18:26.558,71,53,60,113,13,13,216,507186
26 Sep 2023,13:18:29.196,71,53,60,113,13,13,222,507724
26 Sep 2023,13:18:29.196,71,53,60,113,13,13,225,508262
26 Sep 2023,13:18:29.196,71,53,60,113,13,13,225,508798
26 Sep 2023,13:18:30.654,71,53,60,113,13,13,235,509328
26 Sep 2023,13:18:30.654,71,53,60,113,13,13,235,509856
26 Sep 2023,13:18:30.654,71,53,60,113,13,14,226,510386
26 Sep 2023,13:18:30.654,71,53,60,113,13,14,226,510916
26 Sep 2023,13:18:30.654,72,53,61,113,13,14,229,511446
26 Sep 2023,13:18:32.242,72,54,61,113,13,14,230,511982
26 Sep 2023,13:18:32.242,72,53,61,113,13,14,230,512520
26 Sep 2023,13:18:32.242,71,53,60,113,13,13,237,513056
26 Sep 2023,13:18:34.975,71,53,60,113,13,14,229,513588
26 Sep 2023,13:18:34.975,71,53,60,113,13,14,229,514116
26 Sep 2023,13:18:34.975,71,53,60,113,13,14,221,514644
26 Sep 2023,13:18:36.592,71,53,60,113,13,14,229,515172
26 Sep 2023,13:18:36.592,72,53,61,113,13,14,229,515700
26 Sep 2023,13:18:36.592,72,53,61,113,13,13,229,516230
26 Sep 2023,13:18:36.592,72,53,61,113,13,13,231,516764
26 Sep 2023,13:18:36.592,71,53,60,113,13,13,220,517300
26 Sep 2023,13:18:39.339,71,53,60,113,13,13,216,517834
26 Sep 2023,13:18:39.339,71,53,60,114,13,13,208,518360
26 Sep 2023,13:18:39.339,71,53,60,114,13,13,208,518888
26 Sep 2023,13:18:41.111,71,53,60,114,13,13,213,519414
26 Sep 2023,13:18:41.111,71,53,60,114,13,13,216,519940
26 Sep 2023,13:18:41.111,71,53,60,113,13,14,216,520466
26 Sep 2023,13:18:41.111,71,53,60,113,13,14,217,520998
26 Sep 2023,13:18:41.111,71,53,60,113,13,14,217,521534
26 Sep 2023,13:18:42.429,71,53,60,113,13,14,215,522068
26 Sep 2023,13:18:42.429,71,53,60,114,13,14,215,522600
26 Sep 2023,13:18:42.429,71,53,60,114,13,14,212,523124
26 Sep 2023,13:18:44.736,71,53,60,114,13,14,212,523648
26 Sep 2023,13:18:44.736,71,53,60,114,13,14,213,524174
26 Sep 2023,13:18:44.736,72,53,61,114,13,14,213,524702
26 Sep 2023,13:18:46.346,72,53,61,113,13,14,207,525228
26 Sep 2023,13:18:46.346,72,53,61,113,13,14,204,525760
26 Sep 2023,13:18:46.346,71,53,60,113,14,14,204,526296
26 Sep 2023,13:18:46.346,71,53,60,113,14,14,207,526832
26 Sep 2023,13:18:46.346,70,53,60,114,14,14,204,527362
26 Sep 2023,13:18:49.312,70,53,60,114,14,14,212,527890
26 Sep 2023,13:18:49.312,71,53,60,113,14,14,212,528416
26 Sep 2023,13:18:49.312,72,53,61,113,14,14,232,528946
26 Sep 2023,13:18:50.092,72,53,61,113,14,14,212,529474
26 Sep 2023,13:18:50.092,72,53,61,113,14,14,208,530004
26 Sep 2023,13:18:50.092,72,53,61,113,14,14,216,530538
26 Sep 2023,13:18:51.457,72,53,61,113,14,14,229,531074
26 Sep 2023,13:18:51.457,72,53,61,113,14,14,216,531606
26 Sep 2023,13:18:52.537,72,53,61,113,14,14,209,532136
26 Sep 2023,13:18:52.537,72,53,61,113,14,14,216,532666
26 Sep 2023,13:18:52.537,72,54,61,113,14,14,209,533194
26 Sep 2023,13:18:54.997,72,54,61,113,14,15,217,533722
26 Sep 2023,13:18:54.997,73,54,62,113,14,15,214,534250
26 Sep 2023,13:18:54.997,73,54,62,113,14,15,219,535320
26 Sep 2023,13:18:56.305,73,54,62,113,14,15,219,535858
26 Sep 2023,13:18:56.305,73,54,62,113,14,15,218,536394
26 Sep 2023,13:18:56.305,73,54,62,113,14,15,211,536924
26 Sep 2023,13:18:57.323,73,54,62,113,14,15,209,537454
26 Sep 2023,13:18:57.323,73,54,62,113,14,15,209,537982
26 Sep 2023,13:18:59.752,73,54,62,113,14,15,202,538512
26 Sep 2023,13:18:59.752,73,54,62,113,14,15,209,539038
26 Sep 2023,13:18:59.752,73,54,62,113,14,15,209,539572
26 Sep 2023,13:19:00.729,73,54,62,113,14,15,212,540110
26 Sep 2023,13:19:00.729,73,54,62,113,14,15,212,540648
26 Sep 2023,13:19:00.729,73,54,62,113,14,15,212,541182
26 Sep 2023,13:19:02.002,73,54,62,113,14,15,214,541714
26 Sep 2023,13:19:02.002,73,54,62,113,14,15,227,542242
26 Sep 2023,13:19:04.195,73,54,62,113,14,15,227,542772
26 Sep 2023,13:19:04.195,73,54,62,113,14,15,227,543302
26 Sep 2023,13:19:04.195,73,54,62,113,14,15,227,543832
26 Sep 2023,13:19:04.886,73,54,62,113,14,15,233,544368
26 Sep 2023,13:19:04.886,73,54,62,113,14,14,224,544906
26 Sep 2023,13:19:04.886,72,53,61,113,14,14,218,545444
26 Sep 2023,13:19:07.062,72,53,61,113,14,14,213,545974
26 Sep 2023,13:19:07.062,72,53,61,113,13,14,218,546504
26 Sep 2023,13:19:07.062,72,54,61,113,13,14,213,547034
26 Sep 2023,13:19:07.062,72,54,61,113,13,14,207,547562
26 Sep 2023,13:19:07.062,72,54,61,113,13,14,201,548092
26 Sep 2023,13:19:09.865,72,54,61,113,13,14,207,548622
26 Sep 2023,13:19:09.865,72,54,61,113,13,14,213,549160
26 Sep 2023,13:19:09.865,72,53,61,113,13,14,213,549696
26 Sep 2023,13:19:10.822,71,53,60,113,13,14,215,550232
26 Sep 2023,13:19:10.822,71,53,60,113,13,14,215,550762
26 Sep 2023,13:19:10.822,71,53,60,113,13,14,217,551290
26 Sep 2023,13:19:14.291,71,53,60,113,13,14,217,551820
26 Sep 2023,13:19:14.291,71,53,60,113,13,14,222,552350
26 Sep 2023,13:19:14.291,72,53,61,113,13,14,222,552876
26 Sep 2023,13:19:14.291,72,53,61,113,13,14,222,553410
26 Sep 2023,13:19:14.291,72,53,61,113,13,14,219,553946
26 Sep 2023,13:19:15.083,71,53,60,113,13,14,217,554484
26 Sep 2023,13:19:15.083,71,53,60,113,13,14,219,555016
26 Sep 2023,13:19:15.083,71,53,60,113,13,14,211,555546
26 Sep 2023,13:19:17.633,71,53,60,113,13,14,219,556072
26 Sep 2023,13:19:17.633,72,53,61,113,13,14,219,556600
26 Sep 2023,13:19:17.633,72,53,61,113,13,14,210,557126
26 Sep 2023,13:19:17.633,73,54,62,113,13,14,210,557654
26 Sep 2023,13:19:17.633,73,54,62,113,13,14,215,558188
26 Sep 2023,13:19:19.807,72,54,61,113,13,14,207,558724
26 Sep 2023,13:19:19.807,72,53,61,113,13,14,215,559260
26 Sep 2023,13:19:19.807,72,53,61,113,13,14,215,559792
26 Sep 2023,13:19:20.648,72,53,61,114,13,14,212,560320
26 Sep 2023,13:19:20.648,72,53,61,114,13,14,212,560848
26 Sep 2023,13:19:20.648,72,54,61,114,13,14,206,561376
26 Sep 2023,13:19:22.102,72,54,61,114,13,14,206,561904
26 Sep 2023,13:19:22.102,72,54,61,113,13,14,206,562432
26 Sep 2023,13:19:22.102,72,54,61,113,13,14,201,562970
26 Sep 2023,13:19:24.337,72,53,61,113,13,14,201,563506
26 Sep 2023,13:19:24.337,72,53,61,113,13,14,201,564042
26 Sep 2023,13:19:25.283,72,53,61,114,13,14,200,564572
26 Sep 2023,13:19:25.283,72,53,61,114,13,14,200,565098
26 Sep 2023,13:19:25.283,72,53,61,114,13,14,200,565626
26 Sep 2023,13:19:26.514,72,53,61,114,13,14,200,566152
26 Sep 2023,13:19:26.514,72,53,61,113,13,14,200,566678
26 Sep 2023,13:19:29.123,72,53,61,113,13,14,200,567208
26 Sep 2023,13:19:29.123,72,53,61,113,13,14,200,567746
26 Sep 2023,13:19:29.123,71,53,60,113,13,14,200,568280
26 Sep 2023,13:19:29.123,71,53,60,113,13,14,191,568810
26 Sep 2023,13:19:30.818,71,53,60,114,13,14,195,569334
26 Sep 2023,13:19:30.818,71,53,60,114,13,14,195,569858
26 Sep 2023,13:19:30.818,71,53,60,114,13,14,194,570384
26 Sep 2023,13:19:30.818,71,53,60,114,13,14,194,570910
26 Sep 2023,13:19:30.818,72,54,61,113,13,14,197,571438
26 Sep 2023,13:19:32.427,72,54,61,113,13,14,198,571970
26 Sep 2023,13:19:32.427,71,53,60,113,13,14,195,572506
26 Sep 2023,13:19:32.427,71,53,60,114,13,14,195,573042
26 Sep 2023,13:19:35.078,71,53,60,114,13,14,195,573568
26 Sep 2023,13:19:35.078,71,53,60,114,13,14,197,574094
26 Sep 2023,13:19:36.538,72,53,61,114,13,14,200,574620
26 Sep 2023,13:19:36.538,72,54,61,114,13,14,204,575148
26 Sep 2023,13:19:36.538,72,54,61,114,13,14,204,575674
26 Sep 2023,13:19:36.538,73,54,62,113,13,14,206,576204
26 Sep 2023,13:19:36.538,73,54,62,113,14,14,206,576740
