SpO2_%_Value_1,PR_bpm_Value_1,Pi_Value_1,Events_1,SpO2_%_Value_2,PR_bpm_Value_2,Pi_Value_2,Events_2,SpO2_%_Value_3,PR_bpm_Value_3,Pi_Value_3,Events_3,Epoch Time,Diff_PR_R1_R2,Diff_PR_R1_R3,Data_Experimento
100.0,114.0,0.44,,99.0,114.0,3.7,,98.0,114.0,0.8,,1695749782000,0.0,0.0,26-09-2023
100.0,114.0,0.44,,99.0,114.0,3.7,,98.0,114.0,0.8,,1695749782000,0.0,0.0,26-09-2023
100.0,114.0,0.44,,99.0,114.0,3.7,,98.0,114.0,0.8,,1695749782000,0.0,0.0,26-09-2023
100.0,114.0,0.44,,99.0,114.0,3.7,,98.0,114.0,0.8,,1695749782000,0.0,0.0,26-09-2023
100.0,115.0,0.57,,100.0,114.0,3.7,,98.0,115.0,1.1,,1695749784000,1.0,0.0,26-09-2023
100.0,115.0,0.57,,100.0,114.0,3.7,,98.0,115.0,1.1,,1695749786000,1.0,0.0,26-09-2023
100.0,115.0,0.57,,100.0,114.0,3.7,,98.0,115.0,1.2,,1695749788000,1.0,0.0,26-09-2023
100.0,115.0,0.58,,100.0,114.0,3.7,,98.0,115.0,1.3,,1695749790000,1.0,0.0,26-09-2023
100.0,115.0,0.58,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749792000,1.0,1.0,26-09-2023
100.0,115.0,0.58,,100.0,114.0,3.7,,98.0,115.0,1.3,,1695749794000,1.0,0.0,26-09-2023
100.0,114.0,0.58,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749796000,0.0,0.0,26-09-2023
100.0,114.0,0.58,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749798000,0.0,0.0,26-09-2023
100.0,114.0,0.58,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749800000,0.0,0.0,26-09-2023
100.0,114.0,0.58,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749802000,0.0,0.0,26-09-2023
100.0,113.0,0.58,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749804000,0.0,0.0,26-09-2023
100.0,113.0,0.58,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749804000,0.0,0.0,26-09-2023
100.0,113.0,0.58,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749804000,0.0,0.0,26-09-2023
100.0,113.0,0.59,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749806000,0.0,0.0,26-09-2023
100.0,113.0,0.59,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749808000,0.0,0.0,26-09-2023
100.0,113.0,0.59,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749810000,0.0,0.0,26-09-2023
100.0,113.0,0.6,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749812000,0.0,0.0,26-09-2023
100.0,112.0,0.6,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749814000,1.0,1.0,26-09-2023
100.0,113.0,0.6,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749816000,0.0,0.0,26-09-2023
100.0,113.0,0.6,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749818000,0.0,0.0,26-09-2023
100.0,113.0,0.6,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749820000,0.0,0.0,26-09-2023
100.0,113.0,0.6,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749822000,0.0,0.0,26-09-2023
100.0,113.0,0.6,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749824000,0.0,0.0,26-09-2023
100.0,113.0,0.6,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749826000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749828000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749830000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749832000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749834000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749836000,0.0,0.0,26-09-2023
100.0,112.0,0.61,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749838000,1.0,1.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749840000,0.0,0.0,26-09-2023
100.0,112.0,0.61,,100.0,113.0,3.7,,98.0,112.0,1.3,,1695749842000,1.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.7,,98.0,112.0,1.3,,1695749844000,0.0,1.0,26-09-2023
100.0,112.0,0.61,,100.0,113.0,3.7,,98.0,112.0,1.3,,1695749846000,1.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749848000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749850000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749852000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749854000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749856000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,113.0,3.7,,98.0,114.0,1.3,,1695749858000,1.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749860000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749862000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749864000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749866000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749868000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749870000,1.0,1.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749872000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749874000,0.0,0.0,26-09-2023
100.0,115.0,0.6,,100.0,114.0,3.7,,98.0,115.0,1.3,,1695749876000,1.0,0.0,26-09-2023
100.0,115.0,0.6,,100.0,114.0,3.7,,98.0,115.0,1.3,,1695749878000,1.0,0.0,26-09-2023
100.0,115.0,0.6,,100.0,114.0,3.7,,98.0,115.0,1.3,,1695749880000,1.0,0.0,26-09-2023
100.0,115.0,0.6,,100.0,114.0,3.7,,98.0,115.0,1.3,,1695749882000,1.0,0.0,26-09-2023
100.0,115.0,0.6,,100.0,114.0,3.7,,98.0,115.0,1.3,,1695749884000,1.0,0.0,26-09-2023
100.0,115.0,0.6,,100.0,114.0,3.7,,98.0,115.0,1.3,,1695749886000,1.0,0.0,26-09-2023
100.0,115.0,0.6,,100.0,114.0,3.7,,98.0,115.0,1.3,,1695749888000,1.0,0.0,26-09-2023
100.0,114.0,0.6,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749890000,0.0,0.0,26-09-2023
100.0,115.0,0.6,,100.0,114.0,3.7,,98.0,115.0,1.3,,1695749892000,1.0,0.0,26-09-2023
100.0,114.0,0.6,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749894000,0.0,0.0,26-09-2023
100.0,114.0,0.6,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749894000,0.0,0.0,26-09-2023
100.0,114.0,0.6,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749896000,0.0,0.0,26-09-2023
100.0,114.0,0.6,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749898000,0.0,0.0,26-09-2023
100.0,114.0,0.6,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749900000,0.0,0.0,26-09-2023
100.0,114.0,0.6,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749902000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749904000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749906000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749908000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749910000,0.0,0.0,26-09-2023
100.0,114.0,0.62,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749912000,0.0,0.0,26-09-2023
100.0,114.0,0.62,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749914000,0.0,0.0,26-09-2023
100.0,114.0,0.62,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749916000,0.0,0.0,26-09-2023
100.0,114.0,0.62,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749918000,0.0,0.0,26-09-2023
100.0,114.0,0.62,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749920000,0.0,0.0,26-09-2023
100.0,114.0,0.62,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749922000,0.0,0.0,26-09-2023
100.0,114.0,0.62,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749924000,0.0,0.0,26-09-2023
100.0,114.0,0.62,,100.0,114.0,3.7,,98.0,113.0,1.3,,1695749926000,0.0,1.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749928000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749930000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749932000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.7,,98.0,113.0,1.3,,1695749934000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749936000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749938000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749940000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.7,,98.0,114.0,1.3,,1695749942000,0.0,0.0,26-09-2023
100.0,115.0,0.61,,100.0,115.0,3.7,,98.0,115.0,1.3,,1695749944000,0.0,0.0,26-09-2023
100.0,115.0,0.61,,100.0,115.0,3.7,,98.0,115.0,1.3,,1695749944000,0.0,0.0,26-09-2023
100.0,115.0,0.61,,100.0,115.0,3.6,,98.0,115.0,1.3,,1695749946000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.6,,98.0,114.0,1.3,,1695749948000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.6,,98.0,114.0,1.3,,1695749950000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.6,,98.0,114.0,1.3,,1695749952000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.6,,98.0,114.0,1.3,,1695749954000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.6,,98.0,114.0,1.3,,1695749956000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.6,,98.0,114.0,1.3,,1695749958000,0.0,0.0,26-09-2023
100.0,115.0,0.61,,100.0,115.0,3.6,,98.0,115.0,1.3,,1695749960000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.6,,98.0,115.0,1.3,,1695749962000,0.0,1.0,26-09-2023
100.0,115.0,0.61,,100.0,115.0,3.6,,98.0,115.0,1.3,,1695749964000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.6,,98.0,114.0,1.3,,1695749966000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.6,,98.0,114.0,1.3,,1695749968000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.6,,98.0,114.0,1.3,,1695749970000,0.0,0.0,26-09-2023
100.0,114.0,0.61,,100.0,114.0,3.6,,98.0,114.0,1.3,,1695749972000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.6,,98.0,113.0,1.3,,1695749974000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.6,,98.0,113.0,1.3,,1695749976000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.6,,98.0,113.0,1.3,,1695749978000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.6,,98.0,113.0,1.3,,1695749980000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.6,,98.0,113.0,1.3,,1695749982000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.6,,98.0,113.0,1.3,,1695749984000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.6,,98.0,113.0,1.3,,1695749986000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.6,,98.0,113.0,1.3,,1695749988000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.6,,98.0,113.0,1.3,,1695749990000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.6,,98.0,113.0,1.3,,1695749992000,0.0,0.0,26-09-2023
100.0,113.0,0.61,,100.0,113.0,3.6,,98.0,113.0,1.3,,1695749994000,0.0,0.0,26-09-2023
100.0,113.0,0.62,,100.0,113.0,3.6,,98.0,113.0,1.3,,1695749996000,0.0,0.0,26-09-2023
100.0,113.0,0.62,,100.0,113.0,3.6,,98.0,113.0,1.3,,1695749998000,0.0,0.0,26-09-2023
100.0,113.0,0.62,,100.0,113.0,3.6,,98.0,113.0,1.3,,1695750000000,0.0,0.0,26-09-2023
100.0,113.0,0.62,,100.0,113.0,3.6,,98.0,113.0,1.3,,1695750002000,0.0,0.0,26-09-2023
100.0,112.0,0.62,,100.0,113.0,3.6,,98.0,113.0,1.3,,1695750004000,1.0,1.0,26-09-2023
100.0,113.0,0.62,,100.0,113.0,3.6,,98.0,113.0,1.3,,1695750006000,0.0,0.0,26-09-2023
100.0,112.0,0.62,,100.0,112.0,3.6,,98.0,112.0,1.3,,1695750008000,0.0,0.0,26-09-2023
100.0,112.0,0.62,,100.0,112.0,3.6,,98.0,112.0,1.3,,1695750008000,0.0,0.0,26-09-2023
100.0,112.0,0.62,,100.0,112.0,3.6,,98.0,112.0,1.3,,1695750010000,0.0,0.0,26-09-2023
100.0,112.0,0.62,,100.0,112.0,3.6,,98.0,112.0,1.3,,1695750012000,0.0,0.0,26-09-2023
100.0,112.0,0.62,,100.0,112.0,3.6,,98.0,112.0,1.3,,1695750014000,0.0,0.0,26-09-2023
100.0,112.0,0.62,,100.0,112.0,3.6,,98.0,112.0,1.3,,1695750016000,0.0,0.0,26-09-2023
100.0,112.0,0.62,,100.0,112.0,3.6,,98.0,112.0,1.3,,1695750018000,0.0,0.0,26-09-2023
100.0,111.0,0.62,,100.0,112.0,3.6,,98.0,112.0,1.3,,1695750020000,1.0,1.0,26-09-2023
100.0,112.0,0.62,,100.0,112.0,3.6,,98.0,112.0,1.3,,1695750022000,0.0,0.0,26-09-2023
100.0,112.0,0.62,,100.0,112.0,3.6,,98.0,112.0,1.3,,1695750024000,0.0,0.0,26-09-2023
100.0,112.0,0.62,,100.0,112.0,3.6,,98.0,112.0,1.3,,1695750026000,0.0,0.0,26-09-2023
100.0,112.0,0.62,,100.0,112.0,3.6,,98.0,112.0,1.3,,1695750028000,0.0,0.0,26-09-2023
100.0,112.0,0.62,,100.0,112.0,3.6,,98.0,112.0,1.3,,1695750030000,0.0,0.0,26-09-2023
100.0,112.0,0.62,,100.0,112.0,3.6,,98.0,112.0,1.3,,1695750032000,0.0,0.0,26-09-2023
100.0,112.0,0.62,,100.0,112.0,3.6,,98.0,112.0,1.3,,1695750034000,0.0,0.0,26-09-2023
100.0,113.0,0.62,,100.0,113.0,3.6,,98.0,112.0,1.3,,1695750036000,0.0,1.0,26-09-2023
100.0,112.0,0.63,,100.0,112.0,3.6,,98.0,112.0,1.3,,1695750038000,0.0,0.0,26-09-2023
100.0,113.0,0.63,,100.0,113.0,3.6,,98.0,113.0,1.3,,1695750040000,0.0,0.0,26-09-2023
100.0,113.0,0.63,,100.0,113.0,3.6,,98.0,113.0,1.3,,1695750040000,0.0,0.0,26-09-2023
100.0,113.0,0.63,,100.0,113.0,3.5,,98.0,113.0,1.3,,1695750042000,0.0,0.0,26-09-2023
100.0,113.0,0.63,,100.0,113.0,3.5,,98.0,114.0,1.3,,1695750044000,0.0,1.0,26-09-2023
100.0,113.0,0.63,,100.0,113.0,3.5,,98.0,113.0,1.3,,1695750046000,0.0,0.0,26-09-2023
100.0,113.0,0.63,,100.0,113.0,3.5,,98.0,114.0,1.3,,1695750048000,0.0,1.0,26-09-2023
100.0,112.0,0.63,,100.0,112.0,3.5,,98.0,112.0,1.3,,1695750050000,0.0,0.0,26-09-2023
100.0,113.0,0.63,,100.0,113.0,3.5,,98.0,113.0,1.3,,1695750052000,0.0,0.0,26-09-2023
100.0,113.0,0.63,,100.0,113.0,3.5,,98.0,113.0,1.3,,1695750054000,0.0,0.0,26-09-2023
100.0,113.0,0.64,,100.0,113.0,3.5,,98.0,113.0,1.3,,1695750056000,0.0,0.0,26-09-2023
100.0,113.0,0.64,,100.0,113.0,3.5,,98.0,113.0,1.3,,1695750058000,0.0,0.0,26-09-2023
100.0,113.0,0.64,,100.0,113.0,3.5,,98.0,113.0,1.3,,1695750060000,0.0,0.0,26-09-2023
100.0,113.0,0.64,,100.0,113.0,3.5,,98.0,113.0,1.3,,1695750062000,0.0,0.0,26-09-2023
100.0,112.0,0.64,,100.0,113.0,3.5,,98.0,112.0,1.3,,1695750064000,1.0,0.0,26-09-2023
100.0,112.0,0.64,,100.0,113.0,3.5,,98.0,113.0,1.3,,1695750066000,1.0,1.0,26-09-2023
100.0,112.0,0.64,,100.0,112.0,3.5,,98.0,112.0,1.3,,1695750068000,0.0,0.0,26-09-2023
100.0,112.0,0.64,,100.0,112.0,3.5,,98.0,112.0,1.3,,1695750070000,0.0,0.0,26-09-2023
100.0,112.0,0.64,,100.0,112.0,3.5,,98.0,112.0,1.3,,1695750072000,0.0,0.0,26-09-2023
100.0,112.0,0.64,,100.0,112.0,3.5,,98.0,112.0,1.3,,1695750074000,0.0,0.0,26-09-2023
100.0,112.0,0.64,,100.0,112.0,3.5,,98.0,112.0,1.3,,1695750076000,0.0,0.0,26-09-2023
100.0,112.0,0.64,,100.0,112.0,3.5,,98.0,112.0,1.3,,1695750078000,0.0,0.0,26-09-2023
100.0,112.0,0.64,,100.0,112.0,3.5,,98.0,112.0,1.3,,1695750080000,0.0,0.0,26-09-2023
100.0,111.0,0.64,,100.0,112.0,3.5,,98.0,112.0,1.3,,1695750082000,1.0,1.0,26-09-2023
100.0,112.0,0.64,,100.0,112.0,3.5,,98.0,112.0,1.3,,1695750084000,0.0,0.0,26-09-2023
100.0,111.0,0.64,,100.0,112.0,3.5,,98.0,112.0,1.3,,1695750086000,1.0,1.0,26-09-2023
100.0,112.0,0.64,,100.0,111.0,3.5,,97.0,112.0,1.3,,1695750088000,1.0,0.0,26-09-2023
100.0,112.0,0.64,,100.0,112.0,3.5,,97.0,112.0,1.3,,1695750090000,0.0,0.0,26-09-2023
100.0,112.0,0.64,,100.0,112.0,3.5,,98.0,112.0,1.3,,1695750092000,0.0,0.0,26-09-2023
100.0,112.0,0.64,,100.0,112.0,3.5,,98.0,112.0,1.3,,1695750094000,0.0,0.0,26-09-2023
100.0,112.0,0.64,,100.0,112.0,3.5,,98.0,112.0,1.3,,1695750096000,0.0,0.0,26-09-2023
100.0,112.0,0.64,,100.0,112.0,3.5,,98.0,112.0,1.3,,1695750098000,0.0,0.0,26-09-2023
100.0,112.0,0.64,,100.0,112.0,3.5,,98.0,112.0,1.3,,1695750100000,0.0,0.0,26-09-2023
100.0,112.0,0.65,,100.0,112.0,3.5,,98.0,112.0,1.3,,1695750102000,0.0,0.0,26-09-2023
100.0,112.0,0.65,,100.0,112.0,3.5,,98.0,112.0,1.3,,1695750104000,0.0,0.0,26-09-2023
100.0,112.0,0.64,,100.0,112.0,3.5,,98.0,112.0,1.3,,1695750106000,0.0,0.0,26-09-2023
100.0,113.0,0.64,,100.0,113.0,3.5,,98.0,113.0,1.3,,1695750108000,0.0,0.0,26-09-2023
100.0,113.0,0.64,,100.0,113.0,3.5,,98.0,113.0,1.3,,1695750110000,0.0,0.0,26-09-2023
100.0,113.0,0.64,,100.0,113.0,3.5,,98.0,113.0,1.3,,1695750112000,0.0,0.0,26-09-2023
100.0,113.0,0.64,,100.0,113.0,3.5,,98.0,113.0,1.4,,1695750114000,0.0,0.0,26-09-2023
100.0,113.0,0.65,,100.0,113.0,3.5,,98.0,113.0,1.4,,1695750116000,0.0,0.0,26-09-2023
100.0,112.0,0.65,,100.0,112.0,3.5,,98.0,112.0,1.4,,1695750118000,0.0,0.0,26-09-2023
100.0,112.0,0.65,,100.0,112.0,3.5,,98.0,112.0,1.4,,1695750120000,0.0,0.0,26-09-2023
100.0,112.0,0.65,,100.0,112.0,3.5,,98.0,112.0,1.4,,1695750122000,0.0,0.0,26-09-2023
100.0,112.0,0.65,,100.0,112.0,3.5,,98.0,112.0,1.4,,1695750124000,0.0,0.0,26-09-2023
100.0,112.0,0.65,,100.0,112.0,3.5,,98.0,112.0,1.4,,1695750126000,0.0,0.0,26-09-2023
100.0,111.0,0.65,,100.0,111.0,3.5,,98.0,111.0,1.4,,1695750128000,0.0,0.0,26-09-2023
100.0,111.0,0.65,,100.0,111.0,3.5,,98.0,111.0,1.4,,1695750128000,0.0,0.0,26-09-2023
100.0,111.0,0.65,,100.0,111.0,3.5,,98.0,111.0,1.4,,1695750130000,0.0,0.0,26-09-2023
100.0,112.0,0.65,,100.0,111.0,3.5,,98.0,112.0,1.4,,1695750132000,1.0,0.0,26-09-2023
100.0,112.0,0.65,,100.0,111.0,3.5,,98.0,112.0,1.4,,1695750132000,1.0,0.0,26-09-2023
100.0,111.0,0.65,,100.0,111.0,3.5,,98.0,111.0,1.4,,1695750134000,0.0,0.0,26-09-2023
100.0,111.0,0.65,,100.0,112.0,3.5,,98.0,112.0,1.4,,1695750136000,1.0,1.0,26-09-2023
100.0,111.0,0.65,,100.0,111.0,3.5,,98.0,111.0,1.4,,1695750138000,0.0,0.0,26-09-2023
100.0,111.0,0.66,,100.0,111.0,3.5,,98.0,111.0,1.4,,1695750140000,0.0,0.0,26-09-2023
100.0,111.0,0.66,,100.0,111.0,3.5,,98.0,111.0,1.4,,1695750142000,0.0,0.0,26-09-2023
100.0,111.0,0.66,,100.0,111.0,3.5,,98.0,111.0,1.4,,1695750144000,0.0,0.0,26-09-2023
100.0,113.0,0.66,,100.0,112.0,3.5,,98.0,112.0,1.4,,1695750146000,1.0,1.0,26-09-2023
100.0,113.0,0.66,,100.0,112.0,3.5,,98.0,112.0,1.4,,1695750146000,1.0,1.0,26-09-2023
100.0,113.0,0.66,,100.0,112.0,3.5,,98.0,112.0,1.4,,1695750146000,1.0,1.0,26-09-2023
100.0,113.0,0.66,,100.0,112.0,3.5,,98.0,112.0,1.4,,1695750146000,1.0,1.0,26-09-2023
100.0,111.0,0.66,,100.0,111.0,3.5,,98.0,111.0,1.4,,1695750148000,0.0,0.0,26-09-2023
100.0,111.0,0.66,,100.0,111.0,3.5,,98.0,111.0,1.4,,1695750150000,0.0,0.0,26-09-2023
100.0,111.0,0.66,,100.0,111.0,3.5,,98.0,111.0,1.4,,1695750152000,0.0,0.0,26-09-2023
100.0,111.0,0.66,,100.0,112.0,3.5,,98.0,112.0,1.4,,1695750154000,1.0,1.0,26-09-2023
100.0,111.0,0.66,,100.0,111.0,3.5,,97.0,111.0,1.4,,1695750156000,0.0,0.0,26-09-2023
100.0,111.0,0.66,,100.0,111.0,3.5,,97.0,111.0,1.4,,1695750158000,0.0,0.0,26-09-2023
100.0,111.0,0.66,,100.0,111.0,3.5,,98.0,111.0,1.4,,1695750160000,0.0,0.0,26-09-2023
100.0,111.0,0.66,,100.0,111.0,3.5,,98.0,111.0,1.4,,1695750162000,0.0,0.0,26-09-2023
100.0,111.0,0.66,,100.0,111.0,3.5,,98.0,111.0,1.4,,1695750164000,0.0,0.0,26-09-2023
100.0,111.0,0.67,,100.0,111.0,3.5,,98.0,111.0,1.4,,1695750166000,0.0,0.0,26-09-2023
100.0,111.0,0.67,,100.0,111.0,3.5,,98.0,111.0,1.5,,1695750168000,0.0,0.0,26-09-2023
100.0,111.0,0.67,,100.0,111.0,3.5,,98.0,111.0,1.5,,1695750170000,0.0,0.0,26-09-2023
100.0,111.0,0.67,,100.0,111.0,3.5,,98.0,111.0,1.5,,1695750172000,0.0,0.0,26-09-2023
100.0,110.0,0.68,,100.0,110.0,3.5,,98.0,110.0,1.5,,1695750174000,0.0,0.0,26-09-2023
100.0,110.0,0.68,,100.0,110.0,3.5,,98.0,110.0,1.5,,1695750176000,0.0,0.0,26-09-2023
100.0,110.0,0.68,,100.0,111.0,3.5,,98.0,110.0,1.5,,1695750178000,1.0,0.0,26-09-2023
100.0,110.0,0.68,,100.0,110.0,3.5,,98.0,110.0,1.5,,1695750180000,0.0,0.0,26-09-2023
100.0,111.0,0.68,,100.0,111.0,3.5,,98.0,111.0,1.5,,1695750182000,0.0,0.0,26-09-2023
100.0,111.0,0.68,,100.0,111.0,3.5,,98.0,111.0,1.5,,1695750182000,0.0,0.0,26-09-2023
100.0,111.0,0.68,,100.0,111.0,3.5,,98.0,111.0,1.5,,1695750182000,0.0,0.0,26-09-2023
100.0,111.0,0.68,,100.0,111.0,3.5,,98.0,111.0,1.5,,1695750184000,0.0,0.0,26-09-2023
100.0,111.0,0.68,,100.0,111.0,3.5,,98.0,111.0,1.5,,1695750186000,0.0,0.0,26-09-2023
100.0,111.0,0.68,,100.0,110.0,3.5,,98.0,111.0,1.5,,1695750188000,1.0,0.0,26-09-2023
100.0,111.0,0.68,,100.0,111.0,3.5,,98.0,111.0,1.5,,1695750190000,0.0,0.0,26-09-2023
100.0,111.0,0.68,,100.0,111.0,3.5,,98.0,111.0,1.5,,1695750192000,0.0,0.0,26-09-2023
100.0,111.0,0.68,,100.0,111.0,3.5,,98.0,111.0,1.5,,1695750194000,0.0,0.0,26-09-2023
100.0,111.0,0.67,,100.0,111.0,3.5,,98.0,112.0,1.5,,1695750196000,0.0,1.0,26-09-2023
100.0,111.0,0.67,,100.0,111.0,3.5,,98.0,111.0,1.5,,1695750198000,0.0,0.0,26-09-2023
100.0,111.0,0.67,,100.0,111.0,3.5,,98.0,112.0,1.5,,1695750200000,0.0,1.0,26-09-2023
100.0,111.0,0.67,,100.0,111.0,3.5,,98.0,111.0,1.5,,1695750202000,0.0,0.0,26-09-2023
100.0,111.0,0.67,,100.0,111.0,3.5,,98.0,111.0,1.5,,1695750204000,0.0,0.0,26-09-2023
100.0,111.0,0.67,,100.0,111.0,3.5,,98.0,111.0,1.5,,1695750206000,0.0,0.0,26-09-2023
100.0,111.0,0.67,,100.0,111.0,3.5,,98.0,111.0,1.5,,1695750208000,0.0,0.0,26-09-2023
