SpO2_%_Value_1,PR_bpm_Value_1,Pi_Value_1,Events_1,SpO2_%_Value_2,PR_bpm_Value_2,Pi_Value_2,Events_2,SpO2_%_Value_3,PR_bpm_Value_3,Pi_Value_3,Events_3,Epoch Time,Diff_PR_R1_R2,Diff_PR_R1_R3,Data_Experimento
100.0,107.0,0.4,,100.0,103.0,2.8,,95.0,107.0,0.52,,1695752930000,4.0,0.0,26-09-2023
100.0,107.0,0.39,,100.0,103.0,2.8,,95.0,107.0,0.52,,1695752932000,4.0,0.0,26-09-2023
100.0,106.0,0.38,,100.0,103.0,2.8,,95.0,106.0,0.51,,1695752934000,3.0,0.0,26-09-2023
100.0,106.0,0.38,,100.0,103.0,2.8,,95.0,106.0,0.5,,1695752936000,3.0,0.0,26-09-2023
100.0,105.0,0.38,,100.0,103.0,2.8,,95.0,105.0,0.48,,1695752938000,2.0,0.0,26-09-2023
100.0,105.0,0.37,,100.0,103.0,2.8,,95.0,105.0,0.47,,1695752940000,2.0,0.0,26-09-2023
100.0,105.0,0.37,,100.0,103.0,2.8,,95.0,105.0,0.46,,1695752942000,2.0,0.0,26-09-2023
100.0,105.0,0.36,,100.0,103.0,2.8,,95.0,105.0,0.44,,1695752944000,2.0,0.0,26-09-2023
100.0,105.0,0.36,,100.0,103.0,2.8,,95.0,105.0,0.44,,1695752946000,2.0,0.0,26-09-2023
100.0,105.0,0.36,,100.0,103.0,2.8,,95.0,105.0,0.43,,1695752948000,2.0,0.0,26-09-2023
100.0,105.0,0.35,,100.0,103.0,2.8,,95.0,105.0,0.42,,1695752950000,2.0,0.0,26-09-2023
100.0,105.0,0.35,,100.0,103.0,2.8,,95.0,105.0,0.42,,1695752952000,2.0,0.0,26-09-2023
100.0,105.0,0.35,,100.0,103.0,2.8,,95.0,105.0,0.42,,1695752954000,2.0,0.0,26-09-2023
100.0,105.0,0.35,,100.0,103.0,2.8,,95.0,105.0,0.42,,1695752956000,2.0,0.0,26-09-2023
100.0,104.0,0.35,,100.0,103.0,2.8,,95.0,104.0,0.42,,1695752958000,1.0,0.0,26-09-2023
100.0,104.0,0.35,,100.0,103.0,2.8,,95.0,104.0,0.42,,1695752958000,1.0,0.0,26-09-2023
100.0,104.0,0.34,,100.0,103.0,2.8,,95.0,104.0,0.42,,1695752960000,1.0,0.0,26-09-2023
100.0,104.0,0.34,,100.0,103.0,2.8,,95.0,104.0,0.41,,1695752962000,1.0,0.0,26-09-2023
100.0,104.0,0.33,,100.0,103.0,2.8,,95.0,104.0,0.41,,1695752964000,1.0,0.0,26-09-2023
100.0,104.0,0.33,,100.0,103.0,2.8,,95.0,104.0,0.41,,1695752966000,1.0,0.0,26-09-2023
100.0,103.0,0.32,,100.0,103.0,2.8,,95.0,103.0,0.41,,1695752968000,0.0,0.0,26-09-2023
100.0,103.0,0.32,,100.0,103.0,2.8,,95.0,103.0,0.4,,1695752970000,0.0,0.0,26-09-2023
100.0,103.0,0.31,,100.0,103.0,2.8,,95.0,103.0,0.4,,1695752972000,0.0,0.0,26-09-2023
100.0,103.0,0.31,,100.0,103.0,2.8,,95.0,103.0,0.4,,1695752974000,0.0,0.0,26-09-2023
100.0,103.0,0.3,,100.0,103.0,2.8,,95.0,103.0,0.39,,1695752976000,0.0,0.0,26-09-2023
100.0,103.0,0.3,,100.0,103.0,2.8,,95.0,103.0,0.39,,1695752978000,0.0,0.0,26-09-2023
100.0,103.0,0.29,,100.0,103.0,2.8,,95.0,103.0,0.39,,1695752980000,0.0,0.0,26-09-2023
100.0,103.0,0.29,,100.0,103.0,2.8,,95.0,103.0,0.38,,1695752982000,0.0,0.0,26-09-2023
100.0,102.0,0.29,,100.0,102.0,2.8,,95.0,102.0,0.38,,1695752984000,0.0,0.0,26-09-2023
100.0,102.0,0.29,,100.0,102.0,2.8,,95.0,102.0,0.38,,1695752986000,0.0,0.0,26-09-2023
100.0,102.0,0.29,,100.0,102.0,2.8,,95.0,102.0,0.37,,1695752988000,0.0,0.0,26-09-2023
100.0,102.0,0.29,,100.0,102.0,2.8,,95.0,102.0,0.37,,1695752990000,0.0,0.0,26-09-2023
100.0,102.0,0.29,,100.0,102.0,2.8,,95.0,102.0,0.37,,1695752992000,0.0,0.0,26-09-2023
100.0,102.0,0.29,,100.0,102.0,2.8,,95.0,102.0,0.37,,1695752994000,0.0,0.0,26-09-2023
100.0,102.0,0.29,,100.0,102.0,2.8,,95.0,102.0,0.37,,1695752996000,0.0,0.0,26-09-2023
100.0,102.0,0.29,,100.0,102.0,2.8,,95.0,101.0,0.37,,1695752998000,0.0,1.0,26-09-2023
100.0,102.0,0.29,,100.0,102.0,2.8,,95.0,104.0,0.37,,1695753000000,0.0,2.0,26-09-2023
100.0,102.0,0.29,,100.0,102.0,2.8,,95.0,104.0,0.37,,1695753002000,0.0,2.0,26-09-2023
100.0,102.0,0.29,,100.0,102.0,2.8,,94.0,104.0,0.37,,1695753004000,0.0,2.0,26-09-2023
100.0,102.0,0.29,,100.0,102.0,2.8,,93.0,104.0,0.37,,1695753006000,0.0,2.0,26-09-2023
100.0,102.0,0.28,,100.0,102.0,2.8,,93.0,104.0,0.37,,1695753008000,0.0,2.0,26-09-2023
100.0,102.0,0.28,,100.0,102.0,2.8,,93.0,104.0,0.37,,1695753010000,0.0,2.0,26-09-2023
100.0,102.0,0.28,,100.0,102.0,2.8,,93.0,105.0,0.37,,1695753012000,0.0,3.0,26-09-2023
100.0,101.0,0.27,,100.0,101.0,2.8,,93.0,101.0,0.37,,1695753014000,0.0,0.0,26-09-2023
100.0,101.0,0.27,,100.0,101.0,2.8,,93.0,101.0,0.37,,1695753014000,0.0,0.0,26-09-2023
100.0,101.0,0.27,,100.0,101.0,2.8,,93.0,101.0,0.37,,1695753014000,0.0,0.0,26-09-2023
100.0,101.0,0.27,,100.0,101.0,2.8,,93.0,101.0,0.37,,1695753014000,0.0,0.0,26-09-2023
100.0,101.0,0.27,,100.0,101.0,2.8,,93.0,101.0,0.37,,1695753014000,0.0,0.0,26-09-2023
100.0,101.0,0.27,,100.0,101.0,2.8,,93.0,101.0,0.37,,1695753014000,0.0,0.0,26-09-2023
100.0,101.0,0.27,,100.0,101.0,2.8,,93.0,101.0,0.37,,1695753014000,0.0,0.0,26-09-2023
100.0,101.0,0.27,,100.0,101.0,2.8,,93.0,101.0,0.37,,1695753014000,0.0,0.0,26-09-2023
100.0,101.0,0.28,,100.0,101.0,2.8,,93.0,101.0,0.37,,1695753016000,0.0,0.0,26-09-2023
100.0,100.0,0.28,,100.0,101.0,2.8,,93.0,100.0,0.37,,1695753018000,1.0,0.0,26-09-2023
100.0,100.0,0.28,,100.0,101.0,2.8,,93.0,100.0,0.37,,1695753018000,1.0,0.0,26-09-2023
100.0,100.0,0.28,,100.0,101.0,2.8,,93.0,100.0,0.37,,1695753018000,1.0,0.0,26-09-2023
100.0,100.0,0.28,,100.0,101.0,2.8,,93.0,100.0,0.37,,1695753018000,1.0,0.0,26-09-2023
100.0,100.0,0.28,,100.0,101.0,2.8,,93.0,100.0,0.37,,1695753018000,1.0,0.0,26-09-2023
100.0,100.0,0.28,,100.0,101.0,2.8,,93.0,100.0,0.37,,1695753018000,1.0,0.0,26-09-2023
100.0,99.0,0.3,,100.0,101.0,2.8,,93.0,100.0,0.37,,1695753020000,2.0,1.0,26-09-2023
100.0,100.0,0.31,,100.0,101.0,2.8,,93.0,100.0,0.37,,1695753022000,1.0,0.0,26-09-2023
100.0,99.0,0.31,,100.0,101.0,2.8,,94.0,99.0,0.36,,1695753024000,2.0,0.0,26-09-2023
100.0,99.0,0.31,,100.0,101.0,2.8,,94.0,99.0,0.36,,1695753026000,2.0,0.0,26-09-2023
100.0,99.0,0.31,,100.0,101.0,2.8,,94.0,99.0,0.36,,1695753028000,2.0,0.0,26-09-2023
100.0,99.0,0.31,,100.0,101.0,2.8,,94.0,99.0,0.36,,1695753030000,2.0,0.0,26-09-2023
100.0,99.0,0.31,,100.0,101.0,2.8,,94.0,99.0,0.36,,1695753032000,2.0,0.0,26-09-2023
100.0,99.0,0.31,,100.0,101.0,2.8,,94.0,99.0,0.37,,1695753034000,2.0,0.0,26-09-2023
100.0,99.0,0.31,,100.0,101.0,2.8,,94.0,99.0,0.37,,1695753036000,2.0,0.0,26-09-2023
100.0,98.0,0.31,,100.0,101.0,2.8,,95.0,98.0,0.37,,1695753038000,3.0,0.0,26-09-2023
100.0,98.0,0.31,,100.0,101.0,2.8,,95.0,98.0,0.37,,1695753040000,3.0,0.0,26-09-2023
100.0,98.0,0.31,,100.0,101.0,2.8,,96.0,98.0,0.37,,1695753042000,3.0,0.0,26-09-2023
100.0,98.0,0.31,,100.0,101.0,2.8,,96.0,98.0,0.38,,1695753044000,3.0,0.0,26-09-2023
100.0,98.0,0.31,,100.0,101.0,2.8,,96.0,98.0,0.38,,1695753046000,3.0,0.0,26-09-2023
100.0,98.0,0.32,,100.0,101.0,2.8,,96.0,98.0,0.38,,1695753048000,3.0,0.0,26-09-2023
100.0,98.0,0.32,,100.0,101.0,2.8,,96.0,98.0,0.39,,1695753050000,3.0,0.0,26-09-2023
100.0,98.0,0.33,,100.0,101.0,2.8,,96.0,99.0,0.39,,1695753052000,3.0,1.0,26-09-2023
100.0,98.0,0.33,,100.0,101.0,2.8,,96.0,98.0,0.39,,1695753054000,3.0,0.0,26-09-2023
100.0,98.0,0.34,,100.0,101.0,2.8,,96.0,98.0,0.4,,1695753056000,3.0,0.0,26-09-2023
100.0,98.0,0.34,,100.0,101.0,2.8,,96.0,98.0,0.4,,1695753058000,3.0,0.0,26-09-2023
100.0,98.0,0.35,,100.0,101.0,2.8,,96.0,98.0,0.4,,1695753060000,3.0,0.0,26-09-2023
100.0,98.0,0.35,,100.0,101.0,2.8,,96.0,98.0,0.4,,1695753062000,3.0,0.0,26-09-2023
100.0,98.0,0.36,,100.0,101.0,2.8,,96.0,98.0,0.41,,1695753064000,3.0,0.0,26-09-2023
100.0,98.0,0.37,,100.0,101.0,2.8,,96.0,98.0,0.41,,1695753066000,3.0,0.0,26-09-2023
100.0,98.0,0.38,,100.0,101.0,2.8,,96.0,98.0,0.41,,1695753068000,3.0,0.0,26-09-2023
100.0,98.0,0.4,,100.0,101.0,2.8,,96.0,98.0,0.42,,1695753070000,3.0,0.0,26-09-2023
100.0,98.0,0.41,,100.0,101.0,2.8,,96.0,98.0,0.42,,1695753072000,3.0,0.0,26-09-2023
100.0,98.0,0.42,,100.0,101.0,2.8,,96.0,98.0,0.42,,1695753074000,3.0,0.0,26-09-2023
100.0,98.0,0.44,,100.0,101.0,2.8,,96.0,98.0,0.42,,1695753076000,3.0,0.0,26-09-2023
100.0,98.0,0.45,,100.0,101.0,2.8,,96.0,98.0,0.43,,1695753078000,3.0,0.0,26-09-2023
100.0,98.0,0.46,,100.0,101.0,2.8,,96.0,98.0,0.43,,1695753080000,3.0,0.0,26-09-2023
100.0,98.0,0.47,,100.0,101.0,2.8,,96.0,98.0,0.43,,1695753082000,3.0,0.0,26-09-2023
100.0,98.0,0.47,,100.0,101.0,2.8,,96.0,98.0,0.43,,1695753084000,3.0,0.0,26-09-2023
100.0,98.0,0.47,,100.0,101.0,2.8,,96.0,98.0,0.43,,1695753086000,3.0,0.0,26-09-2023
100.0,98.0,0.47,,100.0,101.0,2.8,,96.0,98.0,0.43,,1695753088000,3.0,0.0,26-09-2023
100.0,98.0,0.47,,100.0,101.0,2.8,,96.0,98.0,0.43,,1695753090000,3.0,0.0,26-09-2023
100.0,98.0,0.47,,100.0,101.0,2.8,,96.0,98.0,0.43,,1695753092000,3.0,0.0,26-09-2023
100.0,98.0,0.47,,100.0,101.0,2.8,,96.0,98.0,0.43,,1695753094000,3.0,0.0,26-09-2023
100.0,98.0,0.48,,100.0,101.0,2.8,,96.0,98.0,0.43,,1695753096000,3.0,0.0,26-09-2023
100.0,98.0,0.48,,100.0,101.0,2.8,,96.0,98.0,0.44,,1695753098000,3.0,0.0,26-09-2023
100.0,98.0,0.48,,100.0,101.0,2.8,,96.0,98.0,0.44,,1695753100000,3.0,0.0,26-09-2023
100.0,97.0,0.48,,100.0,101.0,2.8,,96.0,97.0,0.44,,1695753102000,4.0,0.0,26-09-2023
100.0,97.0,0.48,,100.0,101.0,2.8,,96.0,97.0,0.44,,1695753104000,4.0,0.0,26-09-2023
100.0,97.0,0.48,,100.0,101.0,2.8,,96.0,97.0,0.44,,1695753106000,4.0,0.0,26-09-2023
100.0,98.0,0.48,,100.0,101.0,2.8,,96.0,98.0,0.44,,1695753108000,3.0,0.0,26-09-2023
100.0,98.0,0.48,,100.0,101.0,2.8,,96.0,98.0,0.44,,1695753108000,3.0,0.0,26-09-2023
100.0,98.0,0.49,,100.0,101.0,2.8,,96.0,98.0,0.45,,1695753110000,3.0,0.0,26-09-2023
100.0,98.0,0.49,,100.0,101.0,2.8,,96.0,98.0,0.45,,1695753112000,3.0,0.0,26-09-2023
100.0,99.0,0.49,,100.0,101.0,2.8,,96.0,99.0,0.45,,1695753114000,2.0,0.0,26-09-2023
100.0,99.0,0.49,,100.0,101.0,2.8,,96.0,99.0,0.45,,1695753116000,2.0,0.0,26-09-2023
100.0,99.0,0.49,,100.0,101.0,2.8,,96.0,99.0,0.45,,1695753118000,2.0,0.0,26-09-2023
100.0,99.0,0.49,,100.0,101.0,2.8,,96.0,99.0,0.45,,1695753120000,2.0,0.0,26-09-2023
100.0,98.0,0.49,,100.0,101.0,2.8,,96.0,98.0,0.45,,1695753122000,3.0,0.0,26-09-2023
100.0,98.0,0.49,,100.0,101.0,2.8,,96.0,98.0,0.45,,1695753122000,3.0,0.0,26-09-2023
100.0,98.0,0.48,,100.0,101.0,2.8,,96.0,98.0,0.45,,1695753124000,3.0,0.0,26-09-2023
100.0,98.0,0.48,,100.0,101.0,2.8,,96.0,98.0,0.45,,1695753126000,3.0,0.0,26-09-2023
100.0,97.0,0.48,,100.0,101.0,2.8,,96.0,97.0,0.46,,1695753128000,4.0,0.0,26-09-2023
100.0,97.0,0.48,,100.0,101.0,2.8,,96.0,97.0,0.46,,1695753130000,4.0,0.0,26-09-2023
100.0,98.0,0.47,,100.0,101.0,2.8,,96.0,98.0,0.46,,1695753132000,3.0,0.0,26-09-2023
100.0,98.0,0.47,,100.0,101.0,2.8,,96.0,98.0,0.46,,1695753132000,3.0,0.0,26-09-2023
100.0,98.0,0.47,,100.0,101.0,2.8,,96.0,98.0,0.46,,1695753134000,3.0,0.0,26-09-2023
100.0,98.0,0.47,,100.0,101.0,2.8,,96.0,98.0,0.46,,1695753136000,3.0,0.0,26-09-2023
100.0,98.0,0.47,,100.0,101.0,2.8,,96.0,98.0,0.47,,1695753138000,3.0,0.0,26-09-2023
100.0,99.0,0.47,,100.0,101.0,2.8,,96.0,99.0,0.47,,1695753140000,2.0,0.0,26-09-2023
100.0,99.0,0.47,,100.0,101.0,2.8,,96.0,99.0,0.47,,1695753142000,2.0,0.0,26-09-2023
100.0,99.0,0.47,,100.0,101.0,2.8,,96.0,99.0,0.47,,1695753144000,2.0,0.0,26-09-2023
100.0,99.0,0.47,,100.0,101.0,2.8,,96.0,99.0,0.48,,1695753146000,2.0,0.0,26-09-2023
100.0,99.0,0.47,,100.0,101.0,2.8,,96.0,99.0,0.48,,1695753148000,2.0,0.0,26-09-2023
100.0,99.0,0.47,,100.0,101.0,2.8,,96.0,99.0,0.48,,1695753150000,2.0,0.0,26-09-2023
100.0,98.0,0.47,,100.0,101.0,2.8,,96.0,98.0,0.48,,1695753152000,3.0,0.0,26-09-2023
100.0,98.0,0.47,,100.0,101.0,2.8,,96.0,98.0,0.48,,1695753154000,3.0,0.0,26-09-2023
100.0,98.0,0.47,,100.0,101.0,2.8,,96.0,98.0,0.48,,1695753156000,3.0,0.0,26-09-2023
100.0,97.0,0.47,,100.0,101.0,2.8,,96.0,97.0,0.48,,1695753158000,4.0,0.0,26-09-2023
100.0,97.0,0.47,,100.0,101.0,2.8,,96.0,97.0,0.48,,1695753158000,4.0,0.0,26-09-2023
100.0,96.0,0.48,,100.0,101.0,2.8,,96.0,96.0,0.48,,1695753160000,5.0,0.0,26-09-2023
100.0,96.0,0.48,,100.0,101.0,2.8,,96.0,96.0,0.48,,1695753162000,5.0,0.0,26-09-2023
100.0,96.0,0.48,,100.0,101.0,2.8,,96.0,96.0,0.49,,1695753164000,5.0,0.0,26-09-2023
100.0,97.0,0.49,,100.0,101.0,2.8,,96.0,97.0,0.49,,1695753166000,4.0,0.0,26-09-2023
100.0,98.0,0.5,,100.0,101.0,2.8,,96.0,98.0,0.49,,1695753168000,3.0,0.0,26-09-2023
100.0,98.0,0.51,,100.0,101.0,2.8,,96.0,98.0,0.5,,1695753170000,3.0,0.0,26-09-2023
100.0,99.0,0.51,,100.0,101.0,2.8,,96.0,99.0,0.5,,1695753172000,2.0,0.0,26-09-2023
100.0,99.0,0.52,,100.0,101.0,2.8,,96.0,99.0,0.5,,1695753174000,2.0,0.0,26-09-2023
100.0,100.0,0.52,,100.0,101.0,2.8,,96.0,100.0,0.51,,1695753176000,1.0,0.0,26-09-2023
100.0,100.0,0.52,,100.0,101.0,2.8,,96.0,100.0,0.51,,1695753178000,1.0,0.0,26-09-2023
100.0,100.0,0.52,,100.0,101.0,2.8,,96.0,100.0,0.51,,1695753180000,1.0,0.0,26-09-2023
100.0,100.0,0.52,,100.0,101.0,2.8,,96.0,100.0,0.52,,1695753182000,1.0,0.0,26-09-2023
100.0,99.0,0.52,,100.0,101.0,2.8,,96.0,99.0,0.52,,1695753184000,2.0,0.0,26-09-2023
100.0,99.0,0.52,,100.0,101.0,2.8,,96.0,99.0,0.52,,1695753184000,2.0,0.0,26-09-2023
100.0,99.0,0.53,,100.0,101.0,2.8,,96.0,100.0,0.52,,1695753186000,2.0,1.0,26-09-2023
100.0,99.0,0.53,,100.0,101.0,2.8,,96.0,99.0,0.52,,1695753188000,2.0,0.0,26-09-2023
100.0,100.0,0.52,,100.0,101.0,2.8,,96.0,100.0,0.52,,1695753190000,1.0,0.0,26-09-2023
100.0,100.0,0.52,,100.0,101.0,2.8,,96.0,100.0,0.52,,1695753192000,1.0,0.0,26-09-2023
100.0,101.0,0.52,,100.0,101.0,2.8,,96.0,101.0,0.52,,1695753194000,0.0,0.0,26-09-2023
100.0,101.0,0.52,,100.0,101.0,2.8,,96.0,101.0,0.52,,1695753194000,0.0,0.0,26-09-2023
100.0,102.0,0.51,,100.0,101.0,2.8,,96.0,102.0,0.52,,1695753196000,1.0,0.0,26-09-2023
100.0,102.0,0.51,,100.0,101.0,2.8,,96.0,102.0,0.52,,1695753198000,1.0,0.0,26-09-2023
100.0,102.0,0.51,,100.0,101.0,2.8,,96.0,102.0,0.52,,1695753200000,1.0,0.0,26-09-2023
100.0,103.0,0.51,,100.0,101.0,2.8,,96.0,103.0,0.51,,1695753202000,2.0,0.0,26-09-2023
100.0,102.0,0.51,,100.0,101.0,2.8,,96.0,102.0,0.51,,1695753204000,1.0,0.0,26-09-2023
100.0,102.0,0.51,,100.0,101.0,2.8,,96.0,102.0,0.51,,1695753204000,1.0,0.0,26-09-2023
100.0,101.0,0.51,,100.0,101.0,2.8,,96.0,101.0,0.51,,1695753206000,0.0,0.0,26-09-2023
100.0,100.0,0.51,,100.0,101.0,2.8,,96.0,100.0,0.51,,1695753208000,1.0,0.0,26-09-2023
100.0,99.0,0.51,,100.0,101.0,2.8,,96.0,99.0,0.51,,1695753210000,2.0,0.0,26-09-2023
100.0,99.0,0.51,,100.0,101.0,2.8,,96.0,99.0,0.51,,1695753212000,2.0,0.0,26-09-2023
100.0,99.0,0.52,,100.0,101.0,2.8,,96.0,99.0,0.51,,1695753214000,2.0,0.0,26-09-2023
100.0,100.0,0.52,,100.0,101.0,2.8,,96.0,100.0,0.51,,1695753216000,1.0,0.0,26-09-2023
100.0,101.0,0.52,,100.0,101.0,2.8,,96.0,101.0,0.51,,1695753218000,0.0,0.0,26-09-2023
100.0,101.0,0.52,,100.0,101.0,2.8,,96.0,101.0,0.51,,1695753218000,0.0,0.0,26-09-2023
100.0,101.0,0.52,,100.0,101.0,2.8,,96.0,101.0,0.51,,1695753220000,0.0,0.0,26-09-2023
100.0,101.0,0.53,,100.0,101.0,2.8,,96.0,101.0,0.51,,1695753222000,0.0,0.0,26-09-2023
100.0,100.0,0.53,,100.0,101.0,2.8,,96.0,100.0,0.51,,1695753224000,1.0,0.0,26-09-2023
100.0,100.0,0.53,,100.0,101.0,2.8,,96.0,100.0,0.51,,1695753226000,1.0,0.0,26-09-2023
100.0,100.0,0.53,,100.0,101.0,2.8,,96.0,100.0,0.52,,1695753228000,1.0,0.0,26-09-2023
100.0,99.0,0.53,,100.0,101.0,2.8,,96.0,99.0,0.53,,1695753230000,2.0,0.0,26-09-2023
100.0,99.0,0.53,,100.0,101.0,2.8,,96.0,99.0,0.53,,1695753230000,2.0,0.0,26-09-2023
100.0,99.0,0.53,,100.0,101.0,2.8,,96.0,99.0,0.53,,1695753230000,2.0,0.0,26-09-2023
100.0,99.0,0.54,,100.0,101.0,2.8,,96.0,99.0,0.53,,1695753232000,2.0,0.0,26-09-2023
100.0,99.0,0.54,,100.0,101.0,2.8,,96.0,99.0,0.53,,1695753234000,2.0,0.0,26-09-2023
100.0,99.0,0.55,,100.0,101.0,2.8,,96.0,99.0,0.53,,1695753236000,2.0,0.0,26-09-2023
100.0,98.0,0.55,,100.0,101.0,2.8,,96.0,98.0,0.53,,1695753238000,3.0,0.0,26-09-2023
100.0,98.0,0.55,,100.0,101.0,2.8,,96.0,98.0,0.54,,1695753240000,3.0,0.0,26-09-2023
100.0,99.0,0.55,,100.0,101.0,2.8,,96.0,99.0,0.54,,1695753242000,2.0,0.0,26-09-2023
100.0,99.0,0.55,,100.0,101.0,2.8,,96.0,99.0,0.54,,1695753244000,2.0,0.0,26-09-2023
100.0,100.0,0.55,,100.0,101.0,2.8,,96.0,101.0,0.54,,1695753246000,1.0,1.0,26-09-2023
100.0,101.0,0.56,,100.0,101.0,2.8,,96.0,101.0,0.54,,1695753248000,0.0,0.0,26-09-2023
100.0,101.0,0.56,,100.0,101.0,2.8,,96.0,101.0,0.54,,1695753250000,0.0,0.0,26-09-2023
100.0,101.0,0.56,,100.0,101.0,2.8,,96.0,101.0,0.55,,1695753252000,0.0,0.0,26-09-2023
100.0,101.0,0.56,,100.0,101.0,2.8,,96.0,101.0,0.55,,1695753254000,0.0,0.0,26-09-2023
100.0,101.0,0.57,,100.0,101.0,2.8,,96.0,101.0,0.55,,1695753256000,0.0,0.0,26-09-2023
100.0,101.0,0.57,,100.0,101.0,2.8,,96.0,101.0,0.55,,1695753258000,0.0,0.0,26-09-2023
100.0,101.0,0.57,,100.0,101.0,2.8,,96.0,101.0,0.55,,1695753260000,0.0,0.0,26-09-2023
100.0,101.0,0.57,,100.0,101.0,2.8,,96.0,101.0,0.55,,1695753262000,0.0,0.0,26-09-2023
100.0,102.0,0.57,,100.0,101.0,2.8,,96.0,102.0,0.56,,1695753264000,1.0,0.0,26-09-2023
100.0,102.0,0.57,,100.0,101.0,2.8,,96.0,102.0,0.56,,1695753264000,1.0,0.0,26-09-2023
100.0,102.0,0.56,,100.0,101.0,2.8,,96.0,102.0,0.56,,1695753266000,1.0,0.0,26-09-2023
100.0,102.0,0.56,,100.0,101.0,2.8,,96.0,102.0,0.56,,1695753268000,1.0,0.0,26-09-2023
100.0,102.0,0.56,,100.0,101.0,2.8,,96.0,102.0,0.56,,1695753270000,1.0,0.0,26-09-2023
100.0,102.0,0.55,,100.0,101.0,2.8,,96.0,102.0,0.56,,1695753272000,1.0,0.0,26-09-2023
100.0,102.0,0.55,,100.0,101.0,2.8,,96.0,102.0,0.56,,1695753274000,1.0,0.0,26-09-2023
100.0,102.0,0.55,,100.0,101.0,2.8,,96.0,102.0,0.56,,1695753276000,1.0,0.0,26-09-2023
100.0,102.0,0.55,,100.0,101.0,2.8,,96.0,102.0,0.56,,1695753278000,1.0,0.0,26-09-2023
100.0,101.0,0.55,,100.0,101.0,2.8,,96.0,101.0,0.57,,1695753280000,0.0,0.0,26-09-2023
100.0,101.0,0.55,,100.0,101.0,2.8,,96.0,101.0,0.57,,1695753282000,0.0,0.0,26-09-2023
100.0,101.0,0.55,,100.0,101.0,2.8,,96.0,101.0,0.57,,1695753284000,0.0,0.0,26-09-2023
100.0,100.0,0.55,,100.0,101.0,2.8,,96.0,100.0,0.57,,1695753286000,1.0,0.0,26-09-2023
100.0,100.0,0.55,,100.0,101.0,2.8,,96.0,100.0,0.57,,1695753288000,1.0,0.0,26-09-2023
100.0,99.0,0.55,,100.0,101.0,2.8,,96.0,99.0,0.57,,1695753290000,2.0,0.0,26-09-2023
100.0,99.0,0.55,,100.0,101.0,2.8,,96.0,99.0,0.57,,1695753292000,2.0,0.0,26-09-2023
100.0,100.0,0.55,,100.0,101.0,2.8,,96.0,100.0,0.57,,1695753294000,1.0,0.0,26-09-2023
100.0,101.0,0.55,,100.0,101.0,2.8,,96.0,101.0,0.58,,1695753296000,0.0,0.0,26-09-2023
100.0,101.0,0.55,,100.0,101.0,2.8,,96.0,101.0,0.58,,1695753298000,0.0,0.0,26-09-2023
100.0,101.0,0.56,,100.0,101.0,2.8,,96.0,101.0,0.58,,1695753300000,0.0,0.0,26-09-2023
100.0,101.0,0.56,,100.0,101.0,2.8,,96.0,101.0,0.58,,1695753302000,0.0,0.0,26-09-2023
100.0,100.0,0.57,,100.0,101.0,2.8,,96.0,100.0,0.58,,1695753304000,1.0,0.0,26-09-2023
100.0,100.0,0.57,,100.0,101.0,2.8,,96.0,100.0,0.58,,1695753304000,1.0,0.0,26-09-2023
100.0,100.0,0.57,,100.0,101.0,2.8,,96.0,100.0,0.58,,1695753304000,1.0,0.0,26-09-2023
100.0,100.0,0.58,,100.0,101.0,2.8,,96.0,100.0,0.58,,1695753306000,1.0,0.0,26-09-2023
100.0,100.0,0.58,,100.0,101.0,2.8,,96.0,100.0,0.59,,1695753308000,1.0,0.0,26-09-2023
100.0,101.0,0.58,,100.0,101.0,2.8,,96.0,101.0,0.59,,1695753310000,0.0,0.0,26-09-2023
100.0,101.0,0.58,,100.0,101.0,2.8,,96.0,101.0,0.59,,1695753312000,0.0,0.0,26-09-2023
100.0,101.0,0.58,,100.0,101.0,2.8,,96.0,101.0,0.59,,1695753314000,0.0,0.0,26-09-2023
100.0,102.0,0.58,,100.0,101.0,2.8,,96.0,102.0,0.59,,1695753316000,1.0,0.0,26-09-2023
100.0,101.0,0.58,,100.0,101.0,2.8,,96.0,101.0,0.6,,1695753318000,0.0,0.0,26-09-2023
100.0,102.0,0.58,,100.0,101.0,2.8,,96.0,102.0,0.6,,1695753320000,1.0,0.0,26-09-2023
100.0,102.0,0.58,,100.0,101.0,2.8,,96.0,102.0,0.6,,1695753322000,1.0,0.0,26-09-2023
100.0,103.0,0.58,,100.0,101.0,2.8,,96.0,103.0,0.6,,1695753324000,2.0,0.0,26-09-2023
100.0,103.0,0.58,,100.0,101.0,2.8,,96.0,103.0,0.59,,1695753326000,2.0,0.0,26-09-2023
100.0,103.0,0.58,,100.0,101.0,2.8,,96.0,103.0,0.59,,1695753328000,2.0,0.0,26-09-2023
100.0,102.0,0.58,,100.0,101.0,2.8,,96.0,101.0,0.59,,1695753330000,1.0,1.0,26-09-2023
100.0,101.0,0.58,,100.0,101.0,2.8,,96.0,100.0,0.6,,1695753332000,0.0,1.0,26-09-2023
100.0,99.0,0.58,,100.0,101.0,2.8,,96.0,99.0,0.6,,1695753334000,2.0,0.0,26-09-2023
100.0,99.0,0.58,,100.0,101.0,2.8,,96.0,99.0,0.6,,1695753336000,2.0,0.0,26-09-2023
